Player Name,OVR,PACE,SHOOTING,PASSING,DRIBBLING,DEFENDING,PHYSICALITY,Position,Age,Foot,Height,League,Nation,Team,Weight
Seraina Piubel,75,67,70,73,74,43,56,CAM,23,Right,16,Schweizer Damen Liga,Switzerland,FC Zürich,60
Madison Pogarch,75,90,50,67,69,70,68,LB,26,Left,16,NWSL,United States,San Diego Wave,59
Portu,75,81,74,72,75,56,76,RM,31,Right,16,LALIGA EA SPORTS,Spain,Girona FC,66
Dennis Praet,75,66,72,76,76,60,65,CAM,29,Right,18,EFL Championship,Belgium,Leicester City,78
Sanjin Prcić,75,50,60,74,74,71,72,CDM,30,Right,18,Ligue 1 Uber Eats,Bosnia and Herzegovina,Strasbourg,75
Robin Pröpper,75,56,53,62,57,76,79,CB,30,Right,19,Eredivisie,Holland,FC Twente,78
Riqui Puig,75,65,64,73,80,58,50,CM,24,Right,16,MLS,Spain,LA Galaxy,56
Teemu Pukki,75,77,76,62,72,36,73,ST,33,Right,18,MLS,Finland,Minnesota United,78
Vako,75,76,72,70,78,41,69,LM,30,Right,17,K League 1,Georgia,Ulsan Hyundai,74
Nuria Rábano,75,75,60,72,73,75,59,LB,24,Left,16,GPFBL,Spain,VfL Wolfsburg,57
Uroš Račić,75,64,73,74,73,76,81,CM,25,Right,19,Serie A TIM,Serbia,Sassuolo,81
Nemanja Radonjić,75,88,74,69,74,30,61,CF,27,Right,18,Serie A TIM,Serbia,Torino,76
Raíllo,75,44,36,55,55,76,77,CB,32,Right,18,LALIGA EA SPORTS,Spain,RCD Mallorca,80
André Ramalho,75,62,59,67,66,76,77,CB,31,Right,18,Eredivisie,Brazil,PSV,78
Cristian Ramírez,75,83,45,66,77,66,69,LB,29,Left,17,Magyar Liga,Ecuador,Ferencvárosi TC,72
Moisés Ramírez,75,74,73,69,75,33,74,GK,23,Right,18,Libertadores,Ecuador,Independiente DV,68
Sandro,75,80,76,67,75,31,62,ST,28,Right,17,LALIGA EA SPORTS,Spain,UD Las Palmas,71
Noelia Ramos,75,77,75,70,77,45,75,GK,24,Right,16,Liga F,Spain,UDG Tenerife,60
Nicolas Raskin,75,70,63,73,77,71,75,CM,22,Right,17,cinch Prem,Belgium,Rangers,74
Kerlly Real,75,76,52,61,66,75,76,RB,25,Right,16,Liga F,Ecuador,Valencia CF,58
Megan Reid,75,65,40,49,59,79,66,CB,24,Right,17,NWSL,United States,Angel City FC,67
Filipe Relvas,75,66,41,63,60,76,76,CB,24,Left,19,Liga Portugal,Portugal,Portimonense SC,84
Devyne Rensch,75,76,56,66,73,72,70,RB,20,Right,17,Eredivisie,Holland,Ajax,73
Rodrigo Rey,75,73,73,70,76,50,75,GK,32,Right,19,LPF,Argentina,Independiente,78
Diana Gomes,75,71,30,54,58,78,72,CB,25,Right,16,Liga F,Portugal,Sevilla FC,60
Marco Richter,75,73,74,68,79,48,62,RM,26,Right,17,Bundesliga,Germany,1. FSV Mainz 05,74
Luis Rioja,75,77,74,70,77,37,51,LM,30,Left,17,LALIGA EA SPORTS,Spain,D. Alavés,70
Connor Roberts,75,78,61,71,72,69,74,RB,28,Right,17,Premier League,Wales,Burnley,76
Marc Roca,75,56,62,74,73,68,68,CDM,27,Left,18,LALIGA EA SPORTS,Spain,Real Betis,81
Marek Rodák,75,76,71,73,76,47,73,GK,27,Right,19,Premier League,Slovakia,Fulham,81
Kévin Rodrigues,75,73,71,76,74,70,66,LB,29,Left,17,Trendyol Süper Lig,Portugal,Adana Demirspor,68
Morato,75,67,37,51,61,74,82,CB,22,Left,19,Liga Portugal,Brazil,SL Benfica,89
Paulo Oliveira,75,58,35,52,60,76,75,CB,31,Right,18,Liga Portugal,Portugal,SC Braga,81
Ricardo Rodríguez,75,69,67,75,75,76,74,CB,31,Left,18,Serie A TIM,Switzerland,Torino,77
Sebastián Rodríguez,75,67,67,75,73,68,68,CM,31,Right,18,Sudamericana,Uruguay,Peñarol,75
Óscar,75,57,75,76,75,56,55,CM,25,Right,17,LALIGA EA SPORTS,Spain,Getafe CF,67
Lucía Rodríguez,75,77,54,71,74,73,69,RB,24,Right,16,Liga F,Spain,Sevilla FC,60
Cristian Roldan,75,77,68,70,74,71,80,RM,28,Right,17,MLS,United States,Sounders FC,75
Benjamín Rollheiser,75,83,74,70,77,42,63,RM,23,Left,17,Sudamericana,Argentina,Estudiantes,76
Lourdes Romero,75,73,72,75,74,30,74,GK,21,Right,17,Schweizer Damen Liga,Germany,FC Zürich,64
Pablo Rosario,75,61,64,68,73,74,79,CDM,26,Right,18,Ligue 1 Uber Eats,Holland,OGC Nice,73
Daniele Rugani,75,53,40,55,61,78,69,CB,29,Right,19,Serie A TIM,Italy,Juventus,84
Mikkel Rygaard,75,65,73,77,77,61,66,CM,32,Left,17,Allsvenskan,Denmark,BK Häcken,69
Quinty Sabajo,75,63,65,65,72,59,66,CM,24,Right,16,Nederland Vrouwen Liga,Holland,Ajax,56
Falaye Sacko,75,92,45,62,72,69,73,RB,28,Right,17,Ligue 1 Uber Eats,Mali,Montpellier,68
Diadié Samassékou,75,65,49,64,72,75,73,CDM,27,Right,17,Bundesliga,Mali,TSG Hoffenheim,70
Javi Sánchez,75,67,56,56,61,76,76,CB,26,Right,18,LALIGA HYPERMOTION,Spain,R. Valladolid CF,79
Veatriki Sarri,75,76,70,72,74,67,65,LM,25,Left,16,Barclays WSL,Greece,Brighton,59
Giorgio Scalvini,75,55,31,51,55,78,71,CB,20,Right,19,Serie A TIM,Italy,Bergamo Calcio,75
Bart Schenkeveld,75,71,40,61,66,75,78,CB,32,Right,18,Hellas Liga,Holland,Panathinaikos,83
Jerdy Schouten,75,60,56,67,74,74,68,CDM,26,Right,18,Eredivisie,Holland,PSV,74
Marcel Schuhen,75,74,71,73,77,53,73,GK,30,Right,18,Bundesliga,Germany,SV Darmstadt 98,85
Bibi,75,66,35,66,62,76,75,CB,25,Right,17,Liga F,Spain,Athletic Club,62
Benjamin Šeško,75,81,74,60,73,42,77,ST,20,Right,19,Bundesliga,Slovenia,RB Leipzig,77
Ryan Sessegnon,75,78,64,72,76,70,65,LB,23,Left,17,Premier League,England,Spurs,70
Xherdan Shaqiri,75,68,75,77,77,42,62,CAM,32,Left,16,MLS,Switzerland,Chicago Fire FC,72
Ahmed Sharahili,75,76,33,61,63,74,80,CB,29,Left,18,ROSHN Saudi League,Saudi Arabia,Al Ittihad,77
Kayla Sharples,75,53,42,50,63,77,70,CB,26,Right,17,NWSL,United States,Chicago Red Stars,68
Jonjo Shelvey,75,37,69,80,71,62,69,CM,31,Right,18,Trendyol Süper Lig,England,Çaykur Rizespor,80
Djibril Sidibé,75,72,62,71,72,72,77,RB,31,Right,18,Hellas Liga,France,AEK Athens,80
Leonardo Sigali,75,65,51,60,62,75,76,CB,36,Right,18,Libertadores,Argentina,Racing Club,74
Alejandro Silva,75,86,68,72,74,63,73,RM,34,Right,17,Libertadores,Uruguay,Olimpia,68
Martín Silva,75,77,73,72,79,31,73,GK,40,Right,18,Libertadores,Uruguay,Libertad,88
David Silva,75,62,69,74,74,54,68,CAM,37,Right,17,Sudamericana,Colombia,Millonarios,73
Cesinha,75,82,76,71,75,32,74,ST,34,Right,17,K League 1,Brazil,Daegu FC,74
Gijs Smal,75,73,61,76,71,69,74,LB,26,Left,18,Eredivisie,Holland,FC Twente,83
Kirsty Smith,75,79,34,60,61,73,56,LB,29,Right,16,Barclays WSL,Scotland,West Ham,55
Dominic Solanke,75,72,74,64,73,28,79,ST,26,Right,18,Premier League,England,AFC Bournemouth,80
Pablo Solari,75,86,73,67,75,26,68,RM,22,Right,18,Libertadores,Argentina,River Plate,77
Alice Sombath,75,68,37,64,63,77,66,CB,20,Right,16,D1 Arkema,France,OL,60
Asger Sørensen,75,57,43,59,61,77,76,CB,27,Right,19,Česká Liga,Denmark,Sparta Praha,88
Nicoline Sørensen,75,67,70,75,75,39,70,RW,26,Right,17,Barclays WSL,Denmark,Everton,61
Boubakary Soumaré,75,67,56,73,74,70,77,CDM,24,Right,18,LALIGA EA SPORTS,France,Sevilla FC,82
Ricardo Esgaio,75,69,66,74,76,69,66,RWB,30,Right,17,Liga Portugal,Portugal,Sporting CP,73
Walace,75,66,66,68,70,72,76,CDM,28,Right,18,Serie A TIM,Brazil,Udinese,75
Bianca St-Georges,75,69,60,73,74,70,78,RM,26,Right,16,NWSL,Canada,Chicago Red Stars,59
Anton Stach,75,72,67,74,71,74,79,CM,25,Right,19,Bundesliga,Germany,TSG Hoffenheim,88
Josip Stanišić,75,78,39,60,66,76,72,RB,23,Right,18,Bundesliga,Croatia,Leverkusen,77
Zack Steffen,75,77,74,73,78,53,71,GK,28,Right,19,Premier League,United States,Manchester City,86
Judith Steinert,75,76,53,63,68,75,68,LB,28,Right,16,GPFBL,Germany,SC Freiburg,56
Kevin Stöger,75,58,66,78,74,60,63,CM,30,Left,17,Bundesliga,Austria,VfL Bochum,74
Abbey-Leigh Stringer,75,46,66,68,69,72,83,CDM,28,Right,18,Barclays WSL,England,West Ham,74
Luis Javier Suárez,75,84,77,64,71,40,77,ST,26,Right,18,LALIGA EA SPORTS,Colombia,UD Almería,74
Denis Suárez,75,63,71,78,78,64,54,CM,29,Right,17,LALIGA EA SPORTS,Spain,Villarreal CF,66
Heorhii Sudakov,75,75,72,71,74,52,64,CAM,21,Right,17,Ukrayina Liha,Ukraine,Shakhtar Donetsk,68
Sullastres,75,77,70,71,78,48,74,GK,30,Right,17,Liga F,Spain,Sevilla FC,58
Serhiy Sydorchuk,75,66,68,68,69,71,73,CDM,32,Right,18,1A Pro League,Ukraine,KVC Westerlo,80
Damian Szymański,75,72,66,67,70,73,80,CDM,28,Right,18,Hellas Liga,Poland,AEK Athens,81
Marcus Tavernier,75,78,72,71,77,59,62,LM,24,Left,17,Premier League,England,AFC Bournemouth,70
Greg Taylor,75,72,52,74,74,72,71,LB,26,Left,17,cinch Prem,Scotland,Celtic,68
Kenneth Taylor,75,73,69,78,76,64,71,CM,21,Left,18,Eredivisie,Holland,Ajax,73
Nahuel Tenaglia,75,71,43,65,72,74,80,RB,27,Right,18,LALIGA EA SPORTS,Argentina,D. Alavés,70
Tarik Tissoudali,75,72,73,68,82,27,57,CF,30,Right,18,1A Pro League,Morocco,KAA Gent,70
Virginia Torrecilla,75,69,65,74,73,72,71,CDM,29,Right,17,Liga F,Spain,Villarreal CF,63
Cenk Tosun,75,66,77,67,72,36,72,ST,32,Right,18,Trendyol Süper Lig,Turkey,Beşiktaş,78
Bertrand Traoré,75,76,72,72,81,45,62,RM,28,Left,18,Premier League,Burkina Faso,Aston Villa,73
Adama Traoré,75,87,72,64,75,23,60,RW,28,Left,17,Magyar Liga,Mali,Ferencvárosi TC,74
Felix Uduokhai,75,67,39,53,59,76,75,CB,26,Left,19,Bundesliga,Germany,FC Augsburg,89
Michelle Ulbrich,75,58,55,68,69,77,73,CB,27,Right,17,GPFBL,Germany,SV Werder Bremen,65
Aurélio Buta,75,80,60,69,77,67,67,RM,26,Right,17,Bundesliga,Portugal,Frankfurt,66
Deniz Undav,75,67,79,70,74,32,72,ST,27,Right,17,Bundesliga,Germany,VfB Stuttgart,86
Mark Uth,75,67,77,74,76,40,62,CAM,32,Left,18,Bundesliga,Germany,1. FC Köln,72
Olivia Van der Jagt,75,66,55,65,68,75,63,CDM,24,Right,17,NWSL,United States,OL Reign,65
Milan van Ewijk,75,92,54,60,70,70,72,RWB,23,Right,17,EFL Championship,Holland,Coventry City,70
Maarten Vandevoordt,75,77,74,73,76,40,73,GK,21,Right,19,1A Pro League,Belgium,KRC Genk,80
Kevin,75,66,53,67,66,73,66,RB,30,Right,17,LALIGA EA SPORTS,Spain,RC Celta,72
Katrine Veje,75,68,45,73,67,73,68,LB,32,Left,17,Barclays WSL,Denmark,Everton,61
Alan Velasco,75,83,68,71,80,52,61,LM,21,Right,16,MLS,Argentina,FC Dallas,63
Alejo Veliz,75,71,74,54,70,25,73,ST,20,Right,18,Premier League,Argentina,Spurs,77
Bart Verbruggen,75,77,71,73,80,56,68,GK,21,Right,19,Premier League,Holland,Brighton,89
Domagoj Vida,75,70,40,58,59,77,79,CB,34,Right,18,Hellas Liga,Croatia,AEK Athens,82
Tonny Vilhena,75,70,73,75,75,73,76,CM,28,Left,17,Hellas Liga,Holland,Panathinaikos,70
Rodrigo Villagra,75,67,48,66,71,73,73,CDM,22,Right,17,LPF,Argentina,Talleres,76
Aline Reis,75,71,70,73,75,51,76,GK,34,Right,16,Liga F,Brazil,UDG Tenerife,60
Lázaro,75,79,71,69,75,43,61,LM,21,Right,18,LALIGA EA SPORTS,Brazil,UD Almería,75
Jed Wallace,75,78,70,72,75,45,67,RM,29,Right,17,EFL Championship,England,West Brom,70
Shon Weissman,75,71,78,64,68,38,73,ST,27,Right,17,LALIGA EA SPORTS,Israel,Granada CF,79
Luisa Wensing,75,67,45,64,69,74,77,CB,30,Right,17,GPFBL,Germany,SC Freiburg,58
Aileen Whelan,75,67,70,71,75,67,73,CAM,32,Right,17,Barclays WSL,England,Leicester City,63
Ryan Williams,75,74,50,70,71,70,66,RB,27,Right,16,NWSL,United States,NC Courage,55
Harry Wilson,75,73,77,75,76,43,58,RM,26,Left,17,Premier League,Wales,Fulham,70
Chris Wood,75,54,76,60,69,40,78,ST,32,Right,19,Premier League,New Zealand,Nott'm Forest,92
Andriy Yarmolenko,75,57,78,76,76,42,72,RM,34,Left,18,Ukrayina Liha,Ukraine,Dynamo Kyiv,83
Ryan Yates,75,60,59,62,65,74,84,CDM,26,Right,19,Premier League,England,Nott'm Forest,77
Miha Zajc,75,66,75,76,75,65,65,CM,29,Right,17,Trendyol Süper Lig,Slovenia,Fenerbahçe,72
Edon Zhegrova,75,80,67,69,79,25,61,RM,24,Left,18,Ligue 1 Uber Eats,Kosovo,LOSC Lille,66
Adem Zorgane,75,57,71,74,74,68,82,CM,23,Right,18,1A Pro League,Algeria,Sp. Charleroi,81
Brenden Aaronson,74,77,66,70,79,54,62,CAM,23,Right,17,Bundesliga,United States,Union Berlin,66
Liel Abada,74,88,71,67,74,41,58,RW,22,Right,16,cinch Prem,Israel,Celtic,67
Saud Abdulhamid,74,91,42,58,68,68,76,RB,24,Right,17,ROSHN Saudi League,Saudi Arabia,Al Hilal,70
Michel Aebischer,74,70,65,74,75,65,74,CM,26,Right,18,Serie A TIM,Switzerland,Bologna,76
Akapo,74,83,52,60,69,72,74,RB,30,Right,17,MLS,Equatorial Guinea,SJ Earthquakes,70
Akieme,74,78,44,60,70,70,69,LB,26,Left,17,LALIGA EA SPORTS,Spain,UD Almería,74
Kevin Akpoguma,74,77,48,59,70,75,74,CB,28,Right,19,Bundesliga,Nigeria,TSG Hoffenheim,85
Iván Alejo,74,80,72,72,76,46,67,RM,28,Right,18,LALIGA EA SPORTS,Spain,Cádiz CF,76
Aleñá,74,67,67,74,73,59,60,CM,25,Left,18,LALIGA EA SPORTS,Spain,Getafe CF,73
Samú Costa,74,62,63,67,68,70,73,CDM,23,Left,18,LALIGA EA SPORTS,Portugal,RCD Mallorca,84
Cristian Álvarez,74,76,71,70,74,46,75,GK,38,Right,18,LALIGA HYPERMOTION,Argentina,Real Zaragoza,83
Ruth Álvarez,74,77,46,69,73,73,66,LWB,23,Left,17,Liga F,Spain,Madrid CFF,58
Sergio Álvarez,74,59,65,67,67,70,80,CDM,31,Right,18,LALIGA HYPERMOTION,Spain,SD Eibar,74
Daniel Amartey,74,60,55,62,68,75,73,CB,28,Right,18,Trendyol Süper Lig,Ghana,Beşiktaş,79
Zeki Amdouni,74,72,74,69,76,46,70,ST,23,Right,18,Premier League,Switzerland,Burnley,79
Samu,74,77,70,70,78,58,62,CM,27,Left,17,Liga Portugal,Portugal,FC Vizela,64
Ethan Ampadu,74,66,49,63,69,74,70,CDM,23,Right,18,EFL Championship,Wales,Leeds United,78
Tiago Gouveia,74,85,68,66,75,28,57,RM,22,Right,17,Liga Portugal,Portugal,SL Benfica,72
Sergio Araujo,74,76,75,68,75,46,78,ST,31,Right,18,Hellas Liga,Argentina,AEK Athens,82
Amira Arfaoui,74,78,70,71,76,50,67,ST,24,Right,16,GPFBL,Switzerland,Leverkusen,56
Guðrún Arnardóttir,74,71,34,58,63,76,72,CB,28,Right,17,Sverige Liga,Iceland,FC Rosengård,68
Tolgay Arslan,74,63,73,74,76,70,67,CM,33,Right,18,A-League,Germany,Melbourne City,77
Takuma Asano,74,90,68,62,78,32,68,RM,29,Right,17,Bundesliga,Japan,VfL Bochum,71
Kristjan Asllani,74,66,61,73,73,69,61,CM,21,Right,17,Serie A TIM,Albania,Inter,70
Giorgos Athanasiadis,74,74,71,70,78,32,74,GK,30,Right,19,Hellas Liga,Greece,AEK Athens,88
Jordan Ayew,74,74,72,69,77,55,73,RW,32,Right,18,Premier League,Ghana,Crystal Palace,81
Tiago Tomás,74,88,70,58,77,39,69,ST,21,Right,18,Bundesliga,Portugal,VfL Wolfsburg,78
Carlos Bacca,74,63,75,64,73,32,63,ST,37,Right,18,Sudamericana,Colombia,Junior,77
Matthias Bader,74,70,39,62,71,68,69,RWB,26,Right,17,Bundesliga,Germany,SV Darmstadt 98,73
Nedim Bajrami,74,74,68,72,76,59,66,CAM,24,Right,17,Serie A TIM,Albania,Sassuolo,68
Mitchel Bakker,74,82,54,65,70,72,77,LWB,23,Left,18,Serie A TIM,Holland,Bergamo Calcio,87
Pedrinho,74,77,70,76,77,59,59,CM,30,Right,17,Trendyol Süper Lig,Portugal,MKE Ankaragücü,65
Melvin Bard,74,75,52,67,74,70,70,LB,23,Left,17,Ligue 1 Uber Eats,France,OGC Nice,65
Enis Bardhi,74,71,78,77,79,58,53,CM,28,Right,17,Trendyol Süper Lig,North Macedonia,Trabzonspor,64
Peke,74,73,79,63,72,29,61,ST,31,Right,15,Liga F,Spain,Athletic Club,53
Adam Bareiro,74,71,72,57,72,39,77,ST,27,Right,18,Sudamericana,Paraguay,San Lorenzo,84
Ross Barkley,74,67,72,73,75,56,70,CAM,30,Right,18,Premier League,England,Luton Town,76
Barrenetxea,74,78,71,65,80,24,46,LM,21,Right,17,LALIGA EA SPORTS,Spain,Real Sociedad,74
Nahuel Barrios,74,87,67,67,80,37,47,LW,25,Right,15,Sudamericana,Argentina,San Lorenzo,58
Toma Bašić,74,54,66,75,73,72,76,CM,27,Left,19,Serie A TIM,Croatia,Latium,82
Calvin Bassey,74,83,44,62,66,73,86,CB,23,Left,18,Premier League,Nigeria,Fulham,76
Mourad Batna,74,73,74,71,76,36,77,RW,33,Left,18,ROSHN Saudi League,Morocco,Al Fateh,76
Martin Baturina,74,75,67,75,81,59,64,CM,20,Right,17,Liga Hrvatska,Croatia,Dinamo Zagreb,68
Mohamed Bayo,74,68,75,60,73,26,63,ST,25,Right,18,Ligue 1 Uber Eats,Guinea,Havre AC,76
Riechedly Bazoer,74,66,68,75,75,72,76,CM,27,Right,18,Eredivisie,Holland,AZ,74
Jan Bednarek,74,48,22,54,55,74,76,CB,27,Right,18,EFL Championship,Poland,Southampton,77
Asmir Begović,74,75,77,73,71,31,73,GK,36,Right,19,EFL Championship,Bosnia and Herzegovina,QPR,10
Kevin Behrens,74,69,73,51,66,41,86,ST,32,Right,18,Bundesliga,Germany,Union Berlin,85
Armel Bella Kotchap,74,78,25,50,50,74,77,CB,22,Right,19,Eredivisie,Germany,PSV,87
Bea Beltrán,74,73,56,65,64,71,71,LB,26,Left,16,Liga F,Spain,UDG Tenerife,52
Darío Benedetto,74,71,76,69,73,34,67,ST,33,Right,17,Libertadores,Argentina,Boca Juniors,75
Yassine Benrahou,74,73,68,74,79,42,58,CAM,24,Left,17,Liga Hrvatska,Morocco,Hajduk Split,68
Christian Benteke,74,46,75,62,67,32,75,ST,33,Right,19,MLS,Belgium,D.C. United,83
Maike Berentzen,74,68,64,74,71,69,73,LM,26,Left,17,GPFBL,Germany,SGS Essen,63
Emma Berglund,74,70,30,50,62,74,77,CB,34,Right,17,Sverige Liga,Sweden,FC Rosengård,64
Pietro Beruatto,74,70,43,59,65,74,69,LB,24,Left,18,Serie BKT,Italy,Pisa,76
Jan-Niklas Beste,74,84,67,70,74,60,64,LM,24,Left,17,Bundesliga,Germany,Heidenheim,66
Sam Beukema,74,59,55,58,62,75,74,CB,25,Right,18,Serie A TIM,Holland,Bologna,77
Saad Bguir,74,70,71,72,76,33,66,CAM,29,Left,17,ROSHN Saudi League,Tunisia,Abha Club,67
Samuele Birindelli,74,82,52,65,71,70,66,RWB,24,Right,17,Serie A TIM,Italy,Monza,70
Yann Aurel Bisseck,74,72,49,60,68,73,81,CB,23,Right,19,Serie A TIM,Germany,Inter,87
Rubén Blanco,74,79,72,73,74,53,70,GK,28,Right,18,Ligue 1 Uber Eats,Spain,OM,70
Victor Boniface,74,74,74,62,71,37,81,ST,22,Right,19,Bundesliga,Nigeria,Leverkusen,85
Roselord Borgella,74,81,74,63,69,40,63,ST,30,Right,17,D1 Arkema,Haiti,Havre AC,60
Jovane Cabral,74,81,74,71,76,38,71,LW,25,Right,17,Serie A TIM,Cape Verde Islands,Salernitana,81
Edoardo Bove,74,65,68,67,74,74,72,CM,21,Right,17,Serie A TIM,Italy,Roma FC,75
Michaela Brandenburg,74,67,53,67,65,74,77,CB,26,Right,16,GPFBL,Germany,SV Werder Bremen,60
André André,74,63,69,75,75,68,70,CM,34,Right,17,Liga Portugal,Portugal,Vitória SC,70
Darko Brašanac,74,50,70,72,71,72,71,CM,31,Right,17,LALIGA EA SPORTS,Serbia,CA Osasuna,73
Joshua Brenet,74,86,53,67,73,69,70,RB,29,Right,18,Eredivisie,Holland,FC Twente,74
Ben Brereton Díaz,74,83,73,66,74,41,78,LM,24,Right,18,LALIGA EA SPORTS,Chile,Villarreal CF,75
David Brooks,74,66,71,75,78,48,58,RM,26,Left,18,Premier League,Wales,AFC Bournemouth,62
Fiona Brown,74,76,70,69,74,36,69,LM,28,Right,16,Sverige Liga,Scotland,FC Rosengård,55
Pavel Bucha,74,71,68,74,75,69,71,CDM,25,Right,17,Česká Liga,Czech Republic,Viktoria Plzeň,73
Christian Burgess,74,37,34,53,51,76,80,CB,32,Right,19,1A Pro League,England,R. Union St.-G.,84
Jonathan Burkardt,74,79,73,67,77,43,75,ST,23,Right,18,Bundesliga,Germany,1. FSV Mainz 05,79
Leandro Cabrera,74,55,45,55,54,75,80,CB,32,Left,19,LALIGA HYPERMOTION,Uruguay,RCD Espanyol,82
Carlos Cáceda,74,74,74,70,76,30,71,GK,32,Right,18,Libertadores,Peru,FBC Melgar,78
Tom Cairney,74,56,72,77,75,62,65,CM,32,Left,18,Premier League,Scotland,Fulham,84
Luca Caldirola,74,43,42,63,60,76,69,CB,32,Left,18,Serie A TIM,Italy,Monza,78
Calero,74,62,42,66,68,75,73,CB,28,Right,18,LALIGA HYPERMOTION,Spain,RCD Espanyol,71
Nicolò Cambiaghi,74,81,73,62,76,38,72,ST,22,Right,17,Serie A TIM,Italy,Empoli,74
Andrea Cambiaso,74,75,54,70,74,69,60,LB,23,Left,18,Serie A TIM,Italy,Juventus,72
Jaminton Campaz,74,80,71,71,74,30,55,LM,23,Left,16,LPF,Colombia,Rosario Central,68
Rute Costa,74,71,72,80,78,43,73,GK,29,Right,17,Liga Portugal Feminino,Portugal,SL Benfica,62
Laurie Cance,74,75,70,74,74,57,73,CM,28,Right,16,D1 Arkema,France,Havre AC,65
Sofia Cantore,74,77,76,61,74,35,65,ST,24,Right,16,Calcio A Femminile,Italy,Juventus,60
Nicolás Capaldo,74,76,69,71,74,69,78,CM,25,Right,17,Ö. Bundesliga,Argentina,RB Salzburg,73
Cindy Caputo,74,76,73,70,76,45,67,RW,24,Left,16,D1 Arkema,France,AS Saint Étienne,57
Iza Carcelén,74,76,58,70,70,69,70,RB,30,Right,17,LALIGA EA SPORTS,Spain,Cádiz CF,70
Dani Cárdenas,74,74,71,73,77,44,68,GK,26,Right,18,LALIGA EA SPORTS,Spain,Rayo Vallecano,80
Tomás Cardona,74,47,41,49,58,75,77,CB,28,Left,18,Sudamericana,Argentina,Defensa,77
Sergi Cardona,74,80,42,60,63,73,69,LB,24,Left,18,LALIGA EA SPORTS,Spain,UD Las Palmas,76
Gabrielle Carle,74,73,49,66,67,72,65,LB,25,Right,16,NWSL,Canada,Washington Spirit,55
Ramiro Carrera,74,79,71,73,73,64,75,CM,30,Right,18,LPF,Argentina,Atlético Tucumán,77
Marta Carro,74,66,67,63,71,76,77,CM,32,Right,17,Liga F,Spain,Valencia CF,68
Fábio Carvalho,74,78,68,68,77,45,51,CAM,21,Right,17,Bundesliga,Portugal,RB Leipzig,66
Alexis Castro,74,77,72,73,74,66,69,LM,29,Left,18,Sudamericana,Argentina,Tigre,71
Matías Catalán,74,82,58,66,65,74,78,CB,31,Right,18,LPF,Chile,Talleres,78
Federico Ceccherini,74,62,48,58,63,75,74,CB,31,Right,18,Trendyol Süper Lig,Italy,Karagümrük SK,75
Franny Černá,74,78,75,62,76,38,63,ST,26,Right,16,Ceska Liga Žen,Czech Republic,Slavia Praha,57
Calum Chambers,74,62,56,70,68,75,70,CB,28,Right,18,Premier League,England,Aston Villa,77
Tomás Chancalay,74,81,72,70,75,40,62,LM,24,Right,17,MLS,Argentina,New England,76
Diego Chará,74,71,55,64,71,70,79,CDM,37,Right,17,MLS,Colombia,Portland Timbers,68
Joris Chotard,74,66,54,72,74,71,68,CDM,22,Right,17,Ligue 1 Uber Eats,France,Montpellier,70
Anders Christiansen,74,69,73,72,76,65,72,CM,33,Right,17,Allsvenskan,Denmark,Malmö FF,68
Ryan Christie,74,77,71,72,75,65,75,RM,28,Left,17,Premier League,Scotland,AFC Bournemouth,71
Pathé Ciss,74,62,56,61,63,72,84,CDM,29,Right,18,LALIGA EA SPORTS,Senegal,Rayo Vallecano,71
Nathaniel Clyne,74,63,60,70,71,74,64,RB,32,Right,17,Premier League,England,Crystal Palace,67
Massimo Coda,74,61,75,58,71,25,65,ST,35,Right,18,Serie BKT,Italy,Cremonese,73
Antonio Čolak,74,67,76,58,70,34,76,ST,30,Right,18,Serie BKT,Croatia,Parma,81
Omar Colley,74,64,31,48,55,73,84,CB,31,Left,19,Trendyol Süper Lig,Gambia,Beşiktaş,90
Andrea Colpani,74,76,64,74,75,64,64,CM,24,Left,18,Serie A TIM,Italy,Monza,75
Levi Colwill,74,72,34,62,68,74,74,CB,20,Left,18,Premier League,England,Chelsea,80
Lewis Cook,74,59,63,74,77,66,66,CM,26,Right,17,Premier League,England,AFC Bournemouth,71
Jake Cooper,74,52,32,48,53,74,82,CB,28,Left,19,EFL Championship,England,Millwall,85
Liam Cooper,74,48,35,56,57,75,72,CB,32,Left,18,EFL Championship,Scotland,Leeds United,73
Lassana Coulibaly,74,70,58,67,72,74,77,CDM,27,Right,18,Serie A TIM,Mali,Salernitana,77
Nicolas Cozza,74,74,41,61,70,75,68,LB,24,Left,17,Bundesliga,France,VfL Wolfsburg,72
Andrés Cubas,74,69,50,66,71,73,56,CDM,27,Right,16,MLS,Paraguay,Whitecaps FC,58
Carlos Cuesta,74,76,28,52,64,73,76,CB,24,Right,17,1A Pro League,Colombia,KRC Genk,81
Bernardo Cuesta,74,59,80,55,62,28,73,ST,34,Right,17,Libertadores,Argentina,FBC Melgar,76
Christian Cueva,74,74,69,73,76,41,60,CAM,32,Right,16,Libertadores,Peru,Alianza Lima,61
Emily Curran,74,55,67,71,75,70,62,CM,27,Right,16,NWSL,United States,Houston Dash,59
Rafael Czichos,74,58,47,59,61,74,77,CB,33,Left,18,MLS,Germany,Chicago Fire FC,86
Danny da Costa,74,78,56,65,69,71,81,RWB,30,Right,18,Bundesliga,Germany,1. FSV Mainz 05,87
Karl Darlow,74,75,70,67,77,58,73,GK,33,Right,19,EFL Championship,England,Leeds United,88
